,0
0,6.906991725181806
1,5.185287896092981
2,4.3378247509331995
3,3.7503825922667473
4,3.3130442436709058
5,2.9713437580034867
6,2.6947657645887926
7,2.465069959381358
8,2.270630462052295
9,2.103606193155496
10,1.9584542094190944
11,1.831104472178955
12,1.718476370445952
13,1.6181808845139505
14,1.5283286408014185
15,1.4474012191489176
16,1.3741618806597198
17,1.307591820755633
18,1.2468435191248397
19,1.1912058851316223
20,1.1400777525385428
21,1.0929474165259745
22,1.0493766278310726
23,1.00898792956465
24,0.9714545373037
25,0.9364921788411729
26,0.9038524608576145
27,0.8733174372350919
28,0.8446951315194998
29,0.8178158231682752
30,0.7925289497287031
31,0.7687005090898519
32,0.7462108702912531
33,0.724952920063092
34,0.7048304867515359
35,0.6857569945876965
36,0.6676543101501788
37,0.6504517499118943
38,0.6340852233722319
39,0.6184964907727358
40,0.6036325180189491
41,0.5894449143675742
42,0.5758894408288007
43,0.5629255791891009
44,0.5505161531662005
45,0.5386269945331996
46,0.5272266481464714
47,0.5162861107245773
48,0.5057785989869594
49,0.49567934339885333
50,0.48596540430460355
51,0.4766155076831434
52,0.46760989814119236
53,0.4589302070834719
54,0.45055933427459033
55,0.4424813412420291
56,0.4346813551704458
57,0.4271454821096173
58,0.4198607284662553
59,0.4128149298773671
60,0.40599668667285793
61,0.3993953052303025
62,0.3930007446074123
63,0.38680356790952514
64,0.3807948979119638
65,0.37496637651169756
66,0.3693101276304606
67,0.36381872323329584
68,0.3584851521631764
69,0.3533027915246563
70,0.34826538037788773
71,0.3433669955294546
72,0.3386020292286129
73,0.3339651685971558
74,0.3294513766385305
75,0.32505587468723995
76,0.3207741261733531
77,0.3166018215891255
78,0.3125348645556854
79,0.30856935889744874
80,0.3047015966406589
81,0.3009280468602524
82,0.2972453453062224
83,0.29365028474696464
84,0.2901398059727037
85,0.28671098940720546
86,0.28336104728053263
87,0.28008731631975414
88,0.2768872509182277
89,0.2737584167474506
90,0.2706984847785387
91,0.2677052256831311
92,0.2647765045860508
93,0.2619102761443087
94,0.25910457992911634
95,0.2563575360894513
96,0.25366734127742613
97,0.25103226481728796
98,0.24845064510128095
99,0.24592088619691688
100,0.24344145465138328
101,0.2410108764799032
102,0.23862773432586135
103,0.23629066478141464
104,0.2339983558581451
105,0.23174954459808306
106,0.22954301481612743
107,0.22737759496553592
108,0.2252521561187619
109,0.22316561005645524
110,0.22111690745794765
111,0.21910503618701788
112,0.21712901966715
113,0.2151879153409049
114,0.21328081320837916
115,0.2114068344400812
116,0.20956513005984043
117,0.2077548796936924
118,0.20597529038090928
119,0.20422559544363303
120,0.2025050534117651
121,0.20081294700000785
122,0.19914858213413442
123,0.1975112870237548
124,0.19590041127901583
125,0.19431532506883448
126,0.19275541831840973
127,0.19122009994389927
128,0.18970879712227368
129,0.18822095459447927
130,0.18675603400016114
131,0.1853135132422916
132,0.18389288588015054
133,0.1824936605492074
134,0.18111536040651285
135,0.1797575226003154
136,0.1784196977626797
137,0.17710144952395043
138,0.175802354047978
139,0.1745219995870826
140,0.17325998605578125
141,0.17201592462237408
142,0.17078943731751509
143,0.16958015665895937
144,0.16838772529170848
145,0.16721179564283034
146,0.16605202959024992
147,0.1649080981448766
148,0.16377968114542563
149,0.16266646696536644
150,0.1615681522314263
151,0.1604844415531326
152,0.15941504726289107
153,0.1583596891661186
154,0.15731809430099145
155,0.15628999670737478
156,0.15527513720452546
157,0.15427326317719056
158,0.15328412836973143
159,0.15230749268791793
160,0.1513431220080753
161,0.15039078799325795
162,0.1494502679161583
163,0.14852134448845525
164,0.14760380569634188
165,0.14669744464197026
166,0.14580205939056287
167,0.14491745282295998
168,0.14404343249338175
169,0.1431798104921847
170,0.14232640331341673
171,0.1414830317269725
172,0.14064952065516273
173,0.13982569905352837
174,0.1390113997957234
175,0.13820645956230523
176,0.13741071873328722
177,0.13662402128429488
178,0.13584621468619845
179,0.1350771498080724
180,0.13431668082336812
181,0.13356466511916842
182,0.13282096320840864
183,0.1320854386449507
184,0.1313579579414098
185,0.13063839048961662
186,0.12992660848363233
187,0.12922248684521256
188,0.12852590315162904
189,0.1278367375657718
190,0.12715487276843485
191,0.12648019389272144
192,0.125812588460479
193,0.12515194632069976
194,0.12449815958980695
195,0.12385112259377856
196,0.12321073181201836
197,0.12257688582292939
198,0.12194948525113102
199,0.1213284327162488
200,0.12071363278323843
201,0.12010499191417891
202,0.11950241842149083
203,0.11890582242252862
204,0.11831511579550025
205,0.11773021213667137
206,0.11715102671880644
207,0.11657747645080763
208,0.11600947983851517
209,0.11544695694662242
210,0.11488982936167842
211,0.11433802015612926
212,0.11379145385338146
213,0.1132500563938368
214,0.11271375510187893
215,0.11218247865377554
216,0.11165615704646535
217,0.11113472156721144
218,0.11061810476407759
219,0.11010624041721227
220,0.10959906351091657
221,0.10909651020646179
222,0.10859851781563984
223,0.10810502477502502
224,0.10761597062091993
225,0.1071312959649645
226,0.10665094247039564
227,0.10617485282892848
228,0.10570297073824172
229,0.1052352408800557
230,0.10477160889877457
231,0.10431202138068589
232,0.10385642583369481
233,0.10340477066757636
234,0.10295700517473326
235,0.10251307951144698
236,0.10207294467959592
237,0.10163655250884397
238,0.10120385563927074
239,0.100774807504438
240,0.10034936231487751
241,0.09992747504199188
242,0.09950910140234792
243,0.0990941978423612
244,0.09868272152335715
245,0.09827463030698769
246,0.09786988274101813
247,0.0974684380454418
248,0.09707025609894294
249,0.09667529742567714
250,0.0962835231823687
251,0.09589489514572508
252,0.09550937570013408
253,0.09512692782566515
254,0.09474751508634978
255,0.09437110161873453
256,0.09399765212070407
257,0.09362713184056584
258,0.0932595065663845
259,0.09289474261556559
260,0.09253280682467753
261,0.09217366653950884
262,0.09181728960535267
263,0.09146364435750808
264,0.09111269961200445
265,0.09076442465652913
266,0.09041878924156226
267,0.09007576357170823
268,0.08973531829722635
269,0.08939742450574227
270,0.08906205371414895
271,0.08872917786068693
272,0.08839876929719366
273,0.08807080078152854
274,0.08774524547016127
275,0.08742207691092278
276,0.08710126903591012
277,0.08678279615455005
278,0.08646663294680924
279,0.08615275445654831
280,0.08584113608502432
281,0.08553175358452314
282,0.08522458305213687
283,0.08491960092366359
284,0.08461678396764505
285,0.08431610927952113
286,0.08401755427591309
287,0.08372109668902294
288,0.08342671456115126
289,0.083134386239328
290,0.08284409037005197
291,0.08255580589414456
292,0.08226951204170237
293,0.08198518832715827
294,0.08170281454443994
295,0.08142237076222843
296,0.08114383731931397
297,0.08086719482004086
298,0.08059242412984984
299,0.08031950637090671
300,0.08004842291781772
301,0.07977915539343265
302,0.07951168566472937
303,0.07924599583878009
304,0.07898206825880048
305,0.07871988550026962
306,0.07845943036713249
307,0.07820068588807359
308,0.07794363531286459
309,0.07768826210878048
310,0.07743454995708847
311,0.07718248274960082
312,0.07693204458529887
313,0.0766832197670153
314,0.07643599279818658
315,0.07619034837966147
316,0.07594627140657581
317,0.07570374696527865
318,0.07546276033032677
319,0.07522329696152598
320,0.07498534250103313
321,0.07474888277051124
322,0.07451390376833895
323,0.07428039166686745
324,0.0740483328097346
325,0.07381771370922242
326,0.0735885210436674
327,0.07336074165491784
328,0.0731343625458353
329,0.07290937087784352
330,0.07268575396852238
331,0.07246349928924578
332,0.07224259446285711
333,0.0720230272613957
334,0.07180478560385621
335,0.07158785755399125
336,0.07137223131815476
337,0.07115789524317996
338,0.07094483781430003
339,0.07073304765309817
340,0.07052251351550477
341,0.07031322428981807
342,0.07010516899476714
343,0.0698983367776087
344,0.06969271691225067
345,0.06948829879741664
346,0.06928507195483702
347,0.06908302602747257
348,0.06888215077776987
349,0.06868243608594471
350,0.06848387194829662
351,0.06828644847555143
352,0.06809015589123288
353,0.06789498453006099
354,0.06770092483637814
355,0.06750796736260088
356,0.06731610276769942
357,0.06712532181570302
358,0.06693561537422628
359,0.06674697441302622
360,0.06655939000257804
361,0.06637285331267934
362,0.06618735561107172
363,0.0660028882620922
364,0.06581944272534061
365,0.06563701055437242
366,0.06545558339541223
367,0.06527515298608715
368,0.06509571115418464
369,0.06491724981642376
370,0.06473976097725466
371,0.06456323672766971
372,0.06438766924403995
373,0.06421305078696678
374,0.06403937370015314
375,0.06386663040929186
376,0.06369481342097445
377,0.06352391532161439
378,0.06335392877638747
379,0.06318484652819273
380,0.06301666139662508
381,0.06284936627696606
382,0.06268295413919231
383,0.06251741802699565
384,0.06235275105682319
385,0.062188946416928084
386,0.06202599736643757
387,0.0618638972344346
388,0.06170263941905473
389,0.06154221738659584
390,0.06138262467064046
391,0.06122385487119523
392,0.06106590165383997
393,0.06090875874889219
394,0.060752419950581726
395,0.06059687911624122
396,0.060442130165506015
397,0.06028816707952766
398,0.06013498390019862
399,0.05998257472939067
400,0.05983093372820069
401,0.05968005511621042
402,0.05952993317075926
403,0.05938056222622319
404,0.059231936673308075
405,0.05908405095835221
406,0.05893689958263851
407,0.05879047710171794
408,0.0586447781247436
409,0.058499797313811566
410,0.058355529383315285
411,0.0582119690993061
412,0.05806911127886544
413,0.057926950789484156
414,0.057785482548453594
415,0.05764470152226218
416,0.057504602726003023
417,0.057365181222790294
418,0.05722643212318145
419,0.05708835058460988
420,0.0569509318108259
421,0.05681417105134484
422,0.05667806360090231
423,0.05654260479892009
424,0.05640779002897465
425,0.056273614718278936
426,0.05614007433716578
427,0.056007164398585454
428,0.055874880457600945
429,0.055743218110901126
430,0.0556121729963122
431,0.05548174079231823
432,0.055351917217591536
433,0.055222698030525874
434,0.05509407902877743
435,0.05496605604881265
436,0.05483862496546111
437,0.05471178169147515
438,0.05458552217709639
439,0.05445984240962787
440,0.05433473841300912
441,0.05421020624740184
442,0.054086242008779095
443,0.0539628418285164
444,0.05384000187299683
445,0.05371771834321302
446,0.053595987474377264
447,0.053474805535540876
448,0.053354168829212595
449,0.05323407369098658
450,0.053114516489170635
451,0.05299549362442737
452,0.05287700152940909
453,0.05275903666840945
454,0.05264159553700986
455,0.05252467466173583
456,0.05240827059971664
457,0.05229237993834887
458,0.05217699929496594
459,0.05206212531651081
460,0.051947754679212046
461,0.05183388408826497
462,0.0517205102775193
463,0.05160763000916649
464,0.05149524007343524
465,0.05138333728828574
466,0.051271918499115283
467,0.051160980578461066
468,0.05105052042571008
469,0.05094053496681031
470,0.050831021153989964
471,0.050721975965475716
472,0.05061339640521681
473,0.050505279502612146
474,0.050397622312241167
475,0.05029042191359742
476,0.050183675410827924
477,0.05007737993246987
478,0.049971532631198586
479,0.04986613068357325
480,0.04976117128978607
481,0.04965665167341871
482,0.04955256908119602
483,0.049448920782746805
484,0.049345704070366044
485,0.04924291625878084
486,0.04914055468491954
487,0.04903861670768142
488,0.04893709970771134
489,0.04883600108717759
490,0.048735318269550756
491,0.04863504869938563
492,0.048535189842106675
493,0.04843573918379562
494,0.04833669423098318
495,0.048238052510437814
496,0.048139811568965477
497,0.04804196897320469
498,0.04794452230942667
499,0.04784746918333941
500,0.04775080721989326
501,0.04765453406308408
502,0.047558647375767565
503,0.0474631448394696
504,0.0473680241541976
505,0.047273283038262164
506,0.047178919228090505
507,0.047084930478051304
508,0.04699131456027449
509,0.046898069264477565
510,0.04680519239779229
511,0.04671268178459256
512,0.04662053526632878
513,0.046528750701356626
514,0.046437325964776024
515,0.046346258948263865
516,0.04625554755991621
517,0.04616518972408783
518,0.04607518338123358
519,0.04598552648775468
520,0.045896217015844024
521,0.04580725295333313
522,0.045718632303542756
523,0.045630353085135286
524,0.0455424133319655
525,0.04545481109293727
526,0.04536754443185919
527,0.045280611427303594
528,0.04519401017246333
529,0.04510773877501751
530,0.045021795356991225
531,0.044936178054620794
532,0.044850885018219655
533,0.04476591441204653
534,0.04468126441417271
535,0.04459693321635451
536,0.044512919023904175
537,0.04442922005556372
538,0.04434583454337771
539,0.04426276073257218
540,0.04417999688143062
541,0.044097541261173594
542,0.04401539215583722
543,0.043933547862157876
544,0.04385200668945159
545,0.043770766959500954
546,0.04368982700643851
547,0.04360918517663538
548,0.04352883982858781
549,0.04344878933280642
550,0.04336903207170691
551,0.043289566439502915
552,0.04321039084209524
553,0.04313150369696984
554,0.04305290343309034
555,0.042974588490795405
556,0.042896557321695325
557,0.04281880838857076
558,0.04274134016527344
559,0.04266415113662336
560,0.042587239798315635
561,0.042510604656818336
562,0.0424342442292789
563,0.042358157043429004
564,0.04228234163748913
565,0.04220679656007658
566,0.042131520370111974
567,0.042056511636730215
568,0.04198176893918732
569,0.04190729086677433
570,0.04183307601872621
571,0.041759123004135715
572,0.04168543044186786
573,0.04161199696047216
574,0.04153882119809946
575,0.041465901802418166
576,0.04139323743053125
577,0.041320826748891024
578,0.04124866843322529
579,0.04117676116844868
580,0.04110510364858969
581,0.04103369457670704
582,0.04096253266481605
583,0.04089161663380793
584,0.04082094521337573
585,0.04075051714193846
586,0.040680331166565636
587,0.04061038604290291
588,0.040540680535102014
589,0.04047121341574455
590,0.04040198346577125
591,0.04033298947441272
592,0.040264230239117134
593,0.04019570456548219
594,0.04012741126718437
595,0.040059349165913846
596,0.039991517091303996
597,0.03992391388086491
598,0.03985653837991974
599,0.03978938944153753
600,0.0397224659264685
601,0.039655766703078
602,0.03958929064728825
603,0.03952303664250961
604,0.039457003579582844
605,0.03939119035671449
606,0.03932559587941638
607,0.03926021906044773
608,0.03919505881975153
609,0.03913011408439876
610,0.039065383788527114
611,0.03900086687328449
612,0.03893656228677127
613,0.038872468983982625
614,0.03880858592675392
615,0.038744912083701726
616,0.03868144643017299
617,0.03861818794818641
618,0.038555135626378786
619,0.03849228845995529
620,0.03842964545062998
621,0.03836720560657961
622,0.038304967942384846
623,0.038242931478985935
624,0.03818109524362507
625,0.03811945826980087
626,0.038058019597213305
627,0.03799677827171888
628,0.03793573334527829
629,0.0378748838759085
630,0.03781422892763549
631,0.03775376757044465
632,0.037693498880234606
633,0.03763342193877177
634,0.03757353583363937
635,0.037513839658197025
636,0.037454332511531165
637,0.03739501349841177
638,0.037335881729246394
639,0.03727693632003823
640,0.037218176392339875
641,0.0371596010732095
642,0.037101209495171046
643,0.03704300079616811
644,0.036984974119523416
645,0.03692712861389727
646,0.03686946343324404
647,0.03681197773677437
648,0.036754670688911306
649,0.036697541459251595
650,0.03664058922252554
651,0.03658381315855812
652,0.03652721245222719
653,0.036470786293427836
654,0.036414533877032584
655,0.036358454402851986
656,0.0363025470755991
657,0.03624681110485079
658,0.03619124570500965
659,0.03613585009527104
660,0.03608062349958097
661,0.036025565146604634
662,0.03597067426968938
663,0.03591595010682785
664,0.0358613919006249
665,0.0358069988982614
666,0.03575277035146011
667,0.035698705516451656
668,0.035644803653941
669,0.035591064029073104
670,0.03553748591139999
671,0.03548406857484896
672,0.03543081129768625
673,0.03537771336249027
674,0.0353247740561142
675,0.035271992669658074
676,0.03521936849843374
677,0.03516690084193735
678,0.03511458900381544
679,0.03506243229183627
680,0.03501043001785749
681,0.03495858149779766
682,0.034906886051605523
683,0.03485534300323043
684,0.0348039516805942
685,0.03475271141555987
686,0.034701621543903396
687,0.03465068140528735
688,0.03459989034323013
689,0.03454924770507727
690,0.0344987528419775
691,0.03444840510885035
692,0.034398203864361605
693,0.034348148470896275
694,0.03429823829453059
695,0.034248472705004945
696,0.034198851075699484
697,0.03414937278360606
698,0.03410003720930307
699,0.03405084373692938
700,0.03400179175415839
701,0.033952880652175124
702,0.03390410982564726
703,0.033855478672703464
704,0.03380698659490698
705,0.03375863299723209
706,0.03371041728803916
707,0.03366233887905153
708,0.033614397185330706
709,0.033566591625253106
710,0.03351892162048608
711,0.033471386595967094
712,0.03342398597987718
713,0.03337671920362017
714,0.03332958570179943
715,0.03328258491219657
716,0.033235716275747125
717,0.03318897923652019
718,0.03314237324169502
719,0.033095897741541494
720,0.03304955218939687
721,0.033003336041643086
722,0.03295724875769055
723,0.03291128979995102
724,0.03286545863382112
725,0.03281975472766013
726,0.03277417755276916
727,0.032728726583372045
728,0.03268340129659297
729,0.03263820117244019
730,0.03259312569378191
731,0.032548174346330096
732,0.032503346618618555
733,0.03245864200198559
734,0.0324140599905534
735,0.03236960008120977
736,0.0323252617735893
737,0.03228104457005375
738,0.03223694797567438
739,0.03219297149821354
740,0.03214911464810645
741,0.032105376938442245
742,0.032061757884946515
743,0.03201825700596526
744,0.031974873822442886
745,0.03193160785790984
746,0.0318884586384616
747,0.03184542569274238
748,0.03180250855192908
749,0.03175970674971266
750,0.031717019822283025
751,0.03167444730831048
752,0.031631988748930376
753,0.03158964368772722
754,0.03154741167071687
755,0.031505292246331446
756,0.03146328496540233
757,0.0314213893811455
758,0.03137960504914519
759,0.03133793152733791
760,0.03129636837599598
761,0.03125491515771616
762,0.031213571437398592
763,0.03117233678223629
764,0.031131210761697736
765,0.031090192947512172
766,0.031049282913655687
767,0.031008480236336067
768,0.03096778449397775
769,0.030927195267208284
770,0.030886712138842573
771,0.030846334693870343
772,0.03080606251944053
773,0.030765895204847946
774,0.03072583234151957
775,0.03068587352300102
776,0.030646018344941333
777,0.03060626640507995
778,0.03056661730323538
779,0.03052707064128838
780,0.030487626023171756
781,0.030448283054854326
782,0.030409041344330038
783,0.030369900501604614
784,0.030330860138682147
785,0.0302919198695518
786,0.030253079310176657
787,0.030214338078479664
788,0.0301756957943329
789,0.03013715207954221
790,0.03009870655783879
791,0.03006035885486327
792,0.030022108598156454
793,0.029983955417145904
794,0.02994589894313348
795,0.02990793880928563
796,0.02987007465061909
797,0.029832306103991214
798,0.029794632808086825
799,0.02975705440340858
800,0.029719570532263418
801,0.02968218083875316
802,0.02964488496876206
803,0.029607682569945858
804,0.02957057329172232
805,0.029533556785256293
806,0.029496632703454505
807,0.029459800700948453
808,0.0294230604340898
809,0.029386411560934515
810,0.02934985374123564
811,0.029313386636431925
812,0.029277009909636265
813,0.029240723225627683
814,0.02920452625083805
815,0.029168418653344675
816,0.02913240010285857
817,0.029096470270715373
818,0.029060628829863825
819,0.02902487545485871
820,0.028989209821847457
821,0.028953631608563044
822,0.028918140494313762
823,0.028882736159972864
824,0.028847418287969554
825,0.028812186562279875
826,0.02877704066841636
827,0.028741980293419823
828,0.028707005125849214
829,0.028672114855772635
830,0.028637309174758215
831,0.028602587775866127
832,0.028567950353637107
833,0.028533396604086825
834,0.028498926224693303
835,0.028464538914391827
836,0.028430234373562808
837,0.028396012304026264
838,0.028361872409030913
839,0.028327814393246414
840,0.028293837962754795
841,0.028259942825042052
842,0.02822612868899012
843,0.028192395264868244
844,0.028158742264324514
845,0.028125169400377906
846,0.02809167638741018
847,0.028058262941157732
848,0.028024928778704345
849,0.02799167361847072
850,0.02795849718021037
851,0.02792539918499855
852,0.027892379355226146
853,0.027859437414591143
854,0.027826573088092527
855,0.027793786102018412
856,0.027761076183944078
857,0.027728443062721184
858,0.02769588646847048
859,0.027663406132576375
860,0.027631001787675392
861,0.027598673167652885
862,0.02756642000763615
863,0.02753424204398145
864,0.027502139014274625
865,0.02747011065731851
866,0.027438156713127472
867,0.027406276922920803
868,0.027374471029115718
869,0.027342738775319876
870,0.027311079906324563
871,0.027279494168098467
872,0.027247981307780625
873,0.027216541073673425
874,0.027185173215236565
875,0.02715387748307859
876,0.02712265362895388
877,0.027091501405751728
878,0.027060420567493637
879,0.02702941086932424
880,0.02699847206750665
881,0.026967603919414627
882,0.02693680618352784
883,0.026906078619423096
884,0.02687542098777253
885,0.026844833050331383
886,0.026814314569937735
887,0.026783865310501878
888,0.026753485037002995
889,0.02672317351548268
890,0.026692930513037064
891,0.02666275579781355
892,0.026632649139003713
893,0.026602610306835698
894,0.026572639072572707
895,0.026542735208502477
896,0.026512898487933895
897,0.02648312868519247
898,0.026453425575612057
899,0.026423788935529907
900,0.026394218542282695
901,0.02636471417419925
902,0.026335275610595628
903,0.02630590263176964
904,0.026276595018994642
905,0.026247352554517
906,0.026218175021545692
907,0.026189062204251698
908,0.026160013887760153
909,0.026131029858146422
910,0.026102109902428446
911,0.026073253808565056
912,0.026044461365449106
913,0.02601573236290122
914,0.025987066591665043
915,0.025958463843405194
916,0.025929923910697653
917,0.025901446587028604
918,0.025873031666787026
919,0.025844678945260876
920,0.025816388218631692
921,0.025788159283969974
922,0.0257599919392305
923,0.025731885983247667
924,0.02570384121572914
925,0.025675857437253893
926,0.02564793444926495
927,0.025620072054065975
928,0.025592270054816367
929,0.02556452825552704
930,0.025536846461055224
931,0.0255092244770988
932,0.025481662110195157
933,0.025454159167713382
934,0.025426715457850524
935,0.025399330789628756
936,0.025372004972890255
937,0.025344737818289553
938,0.02531752913729508
939,0.02529037874218066
940,0.025263286446021778
941,0.02523625206269267
942,0.025209275406860056
943,0.02518235629398173
944,0.025155494540299552
945,0.025128689962836265
946,0.02510194237939235
947,0.02507525160854063
948,0.025048617469622933
949,0.02502203978274489
950,0.02499551836877381
951,0.024969053049333074
952,0.024942643646798972
953,0.02491628998429534
954,0.024889991885692617
955,0.024863749175600244
956,0.024837561679366432
957,0.02481142922306985
958,0.024785351633520514
959,0.024759328738253157
960,0.024733360365523673
961,0.024707446344306588
962,0.024681586504290035
963,0.024655780675872742
964,0.024630028690158956
965,0.02460433037895842
966,0.024578685574777555
967,0.02455309411081964
968,0.024527555820980665
969,0.024502070539843192
970,0.024476638102677733
971,0.024451258345433418
972,0.02442593110473859
973,0.024400656217895576
974,0.02437543352287805
975,0.024350262858326602
976,0.024325144063546803
977,0.02430007697850335
978,0.02427506144381931
979,0.0242500973007716
980,0.02422518439128785
981,0.0242003225579416
982,0.024175511643951143
983,0.024150751493175738
984,0.02412604195011186
985,0.02410138285988888
986,0.024076774068268903
987,0.024052215421639836
988,0.02402770676701571
989,0.024003247952031175
990,0.02397883882493804
991,0.023954479234605034
992,0.023930169030510623
993,0.02390590806274479
994,0.023881696182000207
995,0.02385753323957544
996,0.023833419087365224
997,0.02380935357786359
998,0.02378533656415767
999,0.02376136789992448
1000,0.023737447439429214
1001,0.02371357503752132
1002,0.02368975054963313
1003,0.02366597383177452
1004,0.023642244740533086
1005,0.02361856313306756
1006,0.023594928867108896
1007,0.023571341800953553
1008,0.02354780179346397
1009,0.023524308704064016
1010,0.023500862392737132
1011,0.02347746272002082
1012,0.023454109547009307
1013,0.023430802735344515
1014,0.023407542147219008
1015,0.02338432764536845
1016,0.02336115909307242
1017,0.02333803635414977
1018,0.02331495929295721
1019,0.02329192777438588
1020,0.02326894166385842
1021,0.02324600082732694
1022,0.02322310513127155
1023,0.023200254442694555
1024,0.023177448629121897
1025,0.023154687558597533
1026,0.02313197109968132
1027,0.023109299121447897
1028,0.023086671493483847
1029,0.02306408808588459
1030,0.023041548769251113
1031,0.023019053414689405
1032,0.022996601893806545
1033,0.02297419407870933
1034,0.022951829842001163
1035,0.0229295090567791
1036,0.022907231596633115
1037,0.022884997335642445
1038,0.022862806148372064
1039,0.022840657909874967
1040,0.02281855249568362
1041,0.022796489781812222
1042,0.02277446964475308
1043,0.022752491961472623
1044,0.02273055660941189
1045,0.022708663466482263
1046,0.0226868124110643
1047,0.02266500332200489
1048,0.022643236078614827
1049,0.022621510560667628
1050,0.0225998266483967
1051,0.022578184222492206
1052,0.022556583164100506
1053,0.02253502335482056
1054,0.022513504676704134
1055,0.02249202701225004
1056,0.022470590244404495
1057,0.022449194256559366
1058,0.022427838932548138
1059,0.022406524156645565
1060,0.02238524981356442
1061,0.02236401578845314
1062,0.02234282196689549
1063,0.022321668234908294
1064,0.02230055447893655
1065,0.022279480585854862
1066,0.02225844644296304
1067,0.022237451937986354
1068,0.02221649695907128
1069,0.022195581394784794
1070,0.022174705134112595
1071,0.02215386806645531
1072,0.022133070081629014
1073,0.022112311069861553
1074,0.022091590921792206
1075,0.022070909528468543
1076,0.022050266781343288
1077,0.02202966257227565
1078,0.022009096793526958
1079,0.021988569337759438
1080,0.021968080098034734
1081,0.021947628967811904
1082,0.021927215840945164
1083,0.021906840611682445
1084,0.02188650317466348
1085,0.021866203424916887
1086,0.021845941257861615
1087,0.021825716569301358
1088,0.02180552925542454
1089,0.021785379212803643
1090,0.021765266338390623
1091,0.02174519052951733
1092,0.0217251516838932
1093,0.021705149699604177
1094,0.021685184475108515
1095,0.021665255909239654
1096,0.02164536390119863
1097,0.021625508350557848
1098,0.021605689157255376
1099,0.02158590622159565
1100,0.021566159444248063
1101,0.0215464487262421
1102,0.021526773968969647
1103,0.02150713507418108
1104,0.021487531943983815
1105,0.021467964480841505
1106,0.021448432587572036
1107,0.021428936167344835
1108,0.02140947512368187
1109,0.021390049360452842
1110,0.02137065878187662
1111,0.021351303292516784
